,tract,Base_Num,Robot_Num,Time,CO2_Emission
152,255.0,3,5,1.7411102425333085,3.339574593421467
153,256.0,4,3,0.9564858167518612,2.143267609302743
154,257.0,5,1,0.38980635514725,0.3250201563042578
155,258.0,2,5,0.7328691821302777,0.6721453733961417
156,260.0,2,2,0.6799669324885833,2.9210336272508544
157,261.0,2,4,0.955054872993889,0.7133563314479843
158,262.0,4,2,0.4320545210343334,0.8790234783704478
159,263.0,5,2,0.3682581810249166,0.652148905365981
160,264.0,3,2,0.7828375617630279,0.5241238501601339
161,265.0,4,2,0.2457264567494444,0.5769991210849048
162,266.0,5,1,0.3072672789580555,0.8929374578747895
163,268.0,3,1,0.071003902405,1.4818895032759467
164,269.0,4,2,0.9501723900336112,1.2577569093202727
165,27.0,5,2,1.6003876239755557,0.7734349747081665
166,270.0,4,1,0.0473042940123888,1.507476567450957
167,271.0,2,1,0.0636717003127777,2.8714004499082373
168,272.0,4,2,0.7565924572936111,0.9722121174532964
169,273.0,5,2,0.8281712708242223,0.914308333650112
170,274.0,3,2,0.4456466580600833,0.5146877851067755
171,276.0,4,1,0.3102778226707222,0.2328354440706267
172,277.0,2,2,0.1118538364616666,0.3414262439925
173,278.0,3,1,0.0310362631220555,0.2509272947190875
174,279.0,5,2,0.2718230960699166,0.4931596762868656
175,28.0,3,3,0.9714315696961112,1.189885373195203
176,280.0,5,2,0.4947533695751667,0.9284909399638708
177,281.0,4,2,0.4325667692319444,0.6514724453080887
178,282.0,5,3,0.5089355995712223,1.0287893174419644
179,283.0,4,3,0.5937520748808334,1.01813049597623
180,284.0,5,2,0.7519547588598611,0.6815250167413273
181,285.0,2,1,0.0845325186977777,0.0193846858604537
182,286.0,5,4,1.9618824957461112,1.3051535024331653
183,287.0,5,3,0.5348121810531111,1.997939466667897
184,288.0,5,1,1.0330389166627778,1.028465712973483
185,289.0,2,1,0.0662905636,5.16372026300958
186,29.0,1,5,0.7593079894579167,0.5061266577661401
187,3.0,4,2,0.4174658961052778,0.6190396353527526
188,30.0,5,2,0.5896887190358334,0.7758613107219543
189,31.0,2,2,0.0502226698667222,1.416061497326043
190,32.0,4,2,0.8028383767376944,1.181041420597292
191,33.0,2,2,2.5696196662497224,0.9053614907674165
192,34.0,5,2,0.3054060671205833,0.5746087671555093
193,35.0,4,2,0.1871095171349167,0.3255823340333205
194,37.0,4,2,0.23819794128,0.2953291895513035
195,4.0,3,1,0.3940423835924999,4.083873835804152
196,40.0,5,1,1.035537588862139,0.7664567917002374
197,41.0,3,2,1.1856536278127778,1.7183467441320492
198,42.0,5,2,0.8070290541545,1.1480020585484678
199,44.0,5,2,0.2473611225074444,0.3465196314940637
200,45.0,3,4,1.076609803158333,1.6717940359619274
201,46.0,2,3,0.7233696697588333,0.6650653576474016
202,47.0,5,3,4.354414936265556,2.6291341376019863
203,48.0,5,1,0.5274127367261111,1.3203902562292602
204,5.0,4,4,0.3508411502677777,0.7568063830178315
205,50.0,3,5,1.0864877787277778,1.6793263210827694
206,52.0,2,2,0.0339063891977222,0.1201321980444919
207,54.0,5,1,0.9003987621756389,1.2446533933855135
208,55.0,3,2,3.4987613577425,3.2303680656708043
209,56.0,5,2,0.4863237968649999,1.2353187577586429
210,57.0,5,2,0.3206430870413889,1.1479930141697556
211,58.0,4,3,0.2071988945298888,0.3976697518494276
212,59.0,2,1,0.0199567865461666,0.3395272545992843
213,6.0,5,1,0.0454250521359444,0.4830396117294533
214,60.0,5,2,0.6804663453564165,1.763479569691579
215,61.0,4,3,0.6118603361902778,1.038589502568921
216,62.0,5,2,2.060409148561111,3.5650222863266543
217,63.0,2,1,0.0494974034298888,0.1076267282058157
218,64.0,5,2,0.4700711798811111,1.138596933464889
219,67.0,5,2,0.5114828441208333,0.8615168372715991
220,68.0,5,1,0.6643521331397778,1.3235973723879662
221,7.0,4,2,0.8469621875982778,1.2773986042737238
222,70.0,4,2,0.57086858542525,1.7899910370905563
223,71.0,3,3,0.7158416873278333,1.5096677847556874
224,72.0,5,2,0.6379939603295,2.899525438269192
225,75.0,5,1,0.2777218548452778,1.126588514706104
226,76.0,5,3,0.6278788909652778,0.6437019434666482
227,78.0,1,1,0.4939644026227778,0.0879256636668544
228,8.0,5,4,0.3482315490581388,0.6539132062361038
229,80.0,4,1,0.2219569710201389,3.2198932444925155
230,81.0,4,2,0.1371164974554166,0.4856840811010219
231,82.0,4,3,0.7267239457552779,0.8322021819375349
232,83.0,5,2,1.2940064174480554,2.190068797767621
233,85.0,5,1,0.2791553062953611,0.4243335133680902
234,86.0,2,2,0.2546457908016666,0.5924775096842899
235,88.0,5,1,2.5107088671773887,1.8716863465023343
236,89.0,4,2,1.1070500359642776,1.0212650305553177
237,9.0,4,4,0.3914473672344444,1.0019788385493311
238,90.0,4,2,0.7391755442463889,0.5596422250105658
239,91.0,3,1,0.0236576048451111,0.0334392082712697
240,92.0,5,2,0.8322768387125,1.348588206091037
241,93.0,5,3,1.1410792575030833,2.050757369645187
242,94.0,4,4,1.7955195850743333,2.931211578789961
243,95.0,5,5,0.5353983901505556,3.21540901734288
244,96.0,5,4,1.294945527467222,1.305043290802257
245,97.0,3,1,0.3513012873513055,0.5443555162532302
246,98.0,4,1,0.1310953329488889,0.1100389314994867
247,99.0,4,2,0.489205539113861,0.9857227198949156
