,0,Tracts
197,383.9346361613462,4
198,56.3322462048907,40
199,147.02055170944556,41
200,162.0327209523638,42
201,19.884631051869732,44
202,201.00652579500093,45
203,67.8840537707891,46
204,273.5543302793254,47
205,52.519611039777246,48
206,47.86785592615402,5
207,217.57007805821212,50
208,1.231262351945057,52
209,145.54446157381247,54
210,170.06974294471206,55
211,163.1023665933207,56
212,85.84312977681374,57
213,23.667714401771,58
214,12.037167386176968,59
215,5.513744476210797,6
216,310.08635498584135,60
217,193.71810420119633,61
218,391.0967964616592,62
219,0.0,63
220,122.3519538733103,64
221,104.73863965558675,67
222,157.79606443961805,68
223,169.916495654066,7
224,184.83777641257882,70
225,237.461591148829,71
226,220.7149888380482,72
227,23.9461501089896,75
228,84.92587454652208,76
229,0.22989271628818145,78
230,39.789364827380695,8
231,41.84016528498607,80
232,11.384916474967692,81
233,61.92420170065722,82
234,274.63441301610095,83
235,27.64933101899301,85
236,2.0629393733814037,86
237,138.34047383630224,88
238,163.51527817900762,89
239,123.98859879612705,9
240,29.971296899124695,90
241,0.6937702227155222,91
242,238.9745029432984,92
243,185.03003018079386,93
244,284.4654502373867,94
245,340.8857930051031,95
246,109.81856675590069,96
247,33.29978364920031,97
248,2.267973560582294,98
249,141.63648449613925,99
