,tract,Base_Num,Robot_Num,CO2,Time
202,47.0,5,1,2.482676016483437,5.723576124244168
203,48.0,2,2,0.7579807590867028,0.7322492069108334
204,5.0,3,3,0.4580071246771078,0.5000696840317778
205,50.0,4,4,1.3624849704299982,1.721564284169472
206,52.0,2,2,0.1201321980444919,0.0339063891977222
207,54.0,5,3,1.1354634063120803,1.0202066166771946
208,55.0,1,3,2.534480295507109,10.139626064335555
209,56.0,4,3,1.124602408110939,1.0787407307238888
210,57.0,2,4,0.876148054894941,2.3639126365566665
211,58.0,5,1,0.3497919754951689,0.5102908275775834
212,59.0,5,2,0.0810355131941164,0.0199567865461666
213,6.0,1,1,0.2591181169195994,1.4557197579752776
214,60.0,5,3,1.5894606096049952,0.6804663453564166
215,61.0,3,4,0.9828938830543028,0.7752512277363889
216,62.0,2,5,2.9281719247144458,5.281132429437499
217,63.0,1,1,0.017707881260932,0.099482478994
218,64.0,1,3,1.036212042462939,2.130151661797222
219,67.0,2,4,0.7888336337272378,1.3798150463436112
220,68.0,4,2,0.9923574709815473,1.3944676190223613
221,7.0,2,4,1.26848538304324,1.2404314479427778
222,70.0,3,4,1.5998164834012032,1.4061818371444446
223,71.0,2,5,1.2427436861303385,0.9249540409056388
224,72.0,1,5,2.1858821797656485,5.4921760251385
225,75.0,1,2,0.5953640929780553,2.1365210600146387
226,76.0,3,4,0.6179750452618571,0.6808110916605556
227,78.0,1,1,0.0879256636668544,0.4939644026227778
228,8.0,2,2,0.569279864566913,0.7426813779593056
229,80.0,1,2,2.1112608449538266,8.547707765408612
230,81.0,1,2,0.3244865021090359,1.1394128412803888
231,82.0,2,3,0.6241294772536806,1.012843430025833
232,83.0,3,4,1.8502184840530669,1.5221036243480557
233,85.0,2,3,0.3924026337909087,1.252177907299167
234,86.0,1,1,0.5359386932706433,3.010891535228333
235,88.0,1,4,1.5972865442503128,3.489838222954278
236,89.0,2,5,0.961432952569964,1.6779899497203892
237,9.0,4,3,1.0019788385493311,0.5001656119425
238,90.0,1,3,0.5369803349873893,1.7151755656874996
239,91.0,3,1,0.0334392082712697,0.0236576048451111
240,92.0,3,4,1.2761371075860946,1.6389077343815002
241,93.0,2,3,1.570268016739449,3.223355135197222
242,94.0,1,5,2.5643654849486484,4.146654648910778
243,95.0,4,4,2.3097980406510823,1.0340883735045556
244,96.0,2,5,1.1267910867265314,1.500649002993361
245,97.0,3,1,0.5443555162532302,0.3513012873513055
246,98.0,5,1,0.0473201715907753,0.1310953329488889
247,99.0,4,4,0.8682631740934005,0.4892055391138611
